"","CT2","CT3","CT4","CT5","CT6","CT7","CT8","CT9","CT10","CT11","CT12","CT13","CT14","CT15","RF2","RF3","RF4","RF5","RF6","RF7","RF8","RF9","RF10","RF11","RF12","RF13","RF14","RF15","seed"
"86",0,0.0033333333333333,0,0.00166666666666671,0.0166666666666667,0.0033333333333333,0.00666666666666671,0.00666666666666671,0.0083333333333333,0.0083333333333333,0.02,0.025,0.0183333333333333,0.0233333333333333,0,0.0033333333333333,0,0.0033333333333333,0.0166666666666667,0.0033333333333333,0.00666666666666671,0.005,0.0033333333333333,0.00666666666666671,0.01,0.0183333333333333,0.0083333333333333,0.0183333333333333,86
"87",0,0,0.0033333333333333,0,0.0133333333333333,0.0083333333333333,0.005,0.01,NA,0.0166666666666667,0.025,NA,NA,NA,0,0,0.0033333333333333,0,0.005,0.0033333333333333,0.00166666666666671,0.0083333333333333,NA,0.01,0.0183333333333333,NA,NA,NA,87
"88",0.0033333333333333,0,0.0033333333333333,NA,0.00666666666666671,0.025,0.0083333333333333,NA,0.015,NA,NA,NA,NA,NA,0.00166666666666671,0,0.0033333333333333,NA,0.0033333333333333,0.0216666666666666,0.00666666666666671,NA,0.00666666666666671,NA,NA,NA,NA,NA,88
"89",0,0,0.01,0.005,0.0033333333333333,0.0033333333333333,0.0216666666666666,0.01,0.0133333333333333,0.0083333333333333,0.02,0.0216666666666666,0.0233333333333333,0.03,0,0,0.01,0.00666666666666671,0.005,0.005,0.0116666666666667,0.005,0.01,0.00666666666666671,0.0116666666666667,0.0116666666666667,0.01,0.0183333333333333,89
"90",0.00666666666666671,0.005,0.0033333333333333,0.0216666666666666,0.015,0.015,0,0.02,0.0283333333333333,0.015,0.0183333333333333,0.0166666666666667,0.0216666666666666,NA,0.00666666666666671,0.005,0.0033333333333333,0.0116666666666667,0.0133333333333333,0.0083333333333333,0.00166666666666671,0.0183333333333333,0.0183333333333333,0.01,0.0166666666666667,0.0083333333333333,0.0133333333333333,NA,90
"91",0,0.0033333333333333,0.00166666666666671,0.0116666666666667,0.0133333333333333,0.0183333333333333,0.0116666666666667,NA,NA,NA,NA,NA,NA,NA,0,0.0033333333333333,0.0033333333333333,0.005,0.0133333333333333,0.00666666666666671,0.0116666666666667,NA,NA,NA,NA,NA,NA,NA,91
"92",0,0.00166666666666671,0,0.00166666666666671,0,0.0166666666666667,0.0133333333333333,0.0283333333333333,0.04,0.0083333333333333,0.01,NA,NA,NA,0,0.00166666666666671,0,0.00166666666666671,0,0.00666666666666671,0.005,0.0116666666666667,0.0133333333333333,0.0116666666666667,0.02,NA,NA,NA,92
"93",0.0083333333333333,0.00166666666666671,0.00166666666666671,0.005,0.02,0.015,0.015,0.0133333333333333,0.0116666666666667,0.0216666666666666,0.015,0.0233333333333333,NA,NA,0.01,0.00166666666666671,0.00166666666666671,0.005,0.0116666666666667,0.0116666666666667,0.0033333333333333,0.0033333333333333,0.015,0.0166666666666667,0.0116666666666667,0.0233333333333333,NA,NA,93
"94",0.00166666666666671,0.00166666666666671,0,0.01,0.0033333333333333,NA,0.01,0.01,0.005,0.0183333333333333,NA,0.0283333333333333,0.0116666666666667,NA,0.00166666666666671,0.00166666666666671,0,0.0033333333333333,0.0033333333333333,NA,0.0083333333333333,0.0083333333333333,0.00666666666666671,0.0133333333333333,NA,0.0266666666666666,0.0116666666666667,NA,94
"95",0.0033333333333333,0.00166666666666671,0.005,0.00166666666666671,0.0133333333333333,0.01,0.0033333333333333,0.0283333333333333,NA,NA,NA,NA,NA,NA,0.0033333333333333,0.00166666666666671,0.005,0,0.0033333333333333,0.005,0.0033333333333333,0.025,NA,NA,NA,NA,NA,NA,95
"96",0.00166666666666671,0,0.0083333333333333,0.00166666666666671,0.00666666666666671,0.0033333333333333,0.0083333333333333,0.0166666666666667,0.0133333333333333,0.005,0.015,NA,NA,NA,0.00166666666666671,0,0.0083333333333333,0.00166666666666671,0.0133333333333333,0.005,0.01,0.0116666666666667,0.01,0.005,0.0183333333333333,NA,NA,NA,96
"97",0.005,0,0.00166666666666671,0.0083333333333333,0.0166666666666667,0.0116666666666667,0.0233333333333333,0.0116666666666667,0.0183333333333333,NA,0.0183333333333333,NA,0.035,NA,0.005,0,0.00166666666666671,0.0083333333333333,0.0116666666666667,0.00666666666666671,0.015,0.0116666666666667,0.01,NA,0.005,NA,0.0216666666666666,NA,97
"98",0,0,0.005,0.0133333333333333,0.005,0.0166666666666667,0.01,0.0133333333333333,0.0116666666666667,0.02,0.0183333333333333,0.0333333333333333,NA,NA,0.00166666666666671,0,0.005,0.015,0.005,0.005,0.0116666666666667,0.0033333333333333,0.0083333333333333,0.02,0.0166666666666667,0.0266666666666666,NA,NA,98
"99",0,0.0033333333333333,0,0.00166666666666671,0.0133333333333333,0.005,0.0083333333333333,NA,0.0233333333333333,0.025,NA,NA,0.0166666666666667,NA,0.00166666666666671,0.0033333333333333,0,0.00166666666666671,0.0133333333333333,0.00166666666666671,0.0133333333333333,NA,0.0116666666666667,0.0083333333333333,NA,NA,0.0183333333333333,NA,99
"100",0,0.00166666666666671,0,0.0033333333333333,0.0166666666666667,0.015,0.01,0.0133333333333333,0.015,NA,NA,NA,NA,0.0083333333333333,0,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.00666666666666671,0.005,0.01,0.0116666666666667,0.0166666666666667,NA,NA,NA,NA,0.0133333333333333,100
"101",0,0.005,0.005,0.00166666666666671,0.0133333333333333,NA,NA,NA,0.0333333333333333,NA,NA,NA,NA,NA,0,0.0033333333333333,0.005,0.00166666666666671,0.0116666666666667,NA,NA,NA,0.0133333333333333,NA,NA,NA,NA,NA,101
"102",0.00166666666666671,0.00166666666666671,0.0033333333333333,0.00666666666666671,0.0133333333333333,0.005,NA,0.0083333333333333,NA,NA,NA,NA,NA,NA,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.00666666666666671,0.0083333333333333,0.00166666666666671,NA,0.0083333333333333,NA,NA,NA,NA,NA,NA,102
"103",0.0033333333333333,0,0.00166666666666671,0.0033333333333333,0.02,0.01,0.0083333333333333,NA,NA,NA,NA,NA,NA,NA,0.0033333333333333,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.02,0.0083333333333333,0.0083333333333333,NA,NA,NA,NA,NA,NA,NA,103
"104",0.005,0.00166666666666671,0.00166666666666671,0.0266666666666666,0.01,0.0233333333333333,0.0266666666666666,0.01,0.0166666666666667,0.01,NA,NA,NA,NA,0.005,0.00166666666666671,0.0033333333333333,0.015,0.005,0.0116666666666667,0.015,0.0083333333333333,0.01,0.00666666666666671,NA,NA,NA,NA,104
"105",0.00166666666666671,0,0.00166666666666671,0.005,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.0216666666666666,NA,0.025,NA,NA,NA,NA,0.00166666666666671,0,0.00166666666666671,0.0033333333333333,0.0083333333333333,0.0033333333333333,0.005,0.01,NA,0.0166666666666667,NA,NA,NA,NA,105
"106",0.0033333333333333,0,0.0033333333333333,0.0033333333333333,0.00666666666666671,0.0183333333333333,0.015,0.0083333333333333,0.02,0.0166666666666667,0.0183333333333333,NA,0.0366666666666666,NA,0.0033333333333333,0,0.0033333333333333,0.00166666666666671,0.0033333333333333,0.0116666666666667,0.01,0.00666666666666671,0.0133333333333333,0.0133333333333333,0.0166666666666667,NA,0.0283333333333333,NA,106
"107",0,0.005,0,0.005,0.00166666666666671,0.01,0.0183333333333333,0.03,0.005,0.0083333333333333,0.0183333333333333,0.0233333333333333,0.0316666666666666,0.0233333333333333,0,0.005,0,0.005,0.00166666666666671,0.00666666666666671,0.015,0.02,0,0.0116666666666667,0.0133333333333333,0.0216666666666666,0.0233333333333333,0.02,107
"108",0,0.00166666666666671,0.0033333333333333,0.0133333333333333,0.00166666666666671,0.01,0.02,0.0083333333333333,0.0183333333333333,0.0383333333333333,0.0183333333333333,0.03,0.025,0.0166666666666667,0,0.00166666666666671,0.0033333333333333,0.0133333333333333,0.00166666666666671,0.005,0.0183333333333333,0.00666666666666671,0.015,0.0166666666666667,0.015,0.0233333333333333,0.0183333333333333,0.0133333333333333,108
"109",0.0033333333333333,0.00666666666666671,0.00166666666666671,0.0033333333333333,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033333333333333,0.00666666666666671,0.00166666666666671,0.0033333333333333,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,109
"110",0,0,0.0033333333333333,0.005,0.0033333333333333,0.00166666666666671,0.0033333333333333,0.0083333333333333,0.02,0.01,NA,0.0233333333333333,NA,NA,0,0,0.0033333333333333,0.00166666666666671,0,0.00166666666666671,0.0033333333333333,0.0083333333333333,0.0033333333333333,0.0083333333333333,NA,0.0083333333333333,NA,NA,110
"111",0,0.005,0.005,0.005,0.0083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.005,0.0033333333333333,0.00166666666666671,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
"112",0,0.00166666666666671,0.00166666666666671,0,0.005,0.005,0.00166666666666671,0.0166666666666667,0.02,0.0033333333333333,NA,0.0283333333333333,0.0316666666666666,0.0266666666666666,0,0.00166666666666671,0.00166666666666671,0,0.005,0.005,0,0.0133333333333333,0.01,0.0033333333333333,NA,0.0266666666666666,0.025,0.0233333333333333,112
"113",0.00166666666666671,0,0.00166666666666671,0.005,0.005,NA,0.0083333333333333,0.0216666666666666,NA,NA,0.0216666666666666,NA,NA,0.0183333333333333,0.00166666666666671,0,0.00166666666666671,0.00166666666666671,0,NA,0.0083333333333333,0.0033333333333333,NA,NA,0.015,NA,NA,0.02,113
"114",0,0.005,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.0116666666666667,0.015,0.0116666666666667,NA,NA,NA,0.025,0.0266666666666666,NA,0,0.005,0.0033333333333333,0.00166666666666671,0.00166666666666671,0,0.0083333333333333,0.0083333333333333,NA,NA,NA,0.0116666666666667,0.0183333333333333,NA,114
"115",0,0.00166666666666671,0.00166666666666671,0.005,0.0033333333333333,0.0133333333333333,0.0133333333333333,0.0183333333333333,0.0166666666666667,0.0133333333333333,0.0233333333333333,NA,0.0116666666666667,NA,0,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.005,0.0083333333333333,0.005,0.00666666666666671,0.0116666666666667,0.02,NA,0.005,NA,115
"116",0,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.0133333333333333,NA,0.0033333333333333,NA,0.0283333333333333,NA,0.02,0.0233333333333333,NA,NA,0,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.0133333333333333,NA,0,NA,0.0133333333333333,NA,0.0166666666666667,0.0166666666666667,NA,NA,116
"117",0,0,0.00166666666666671,0.0133333333333333,0.015,0.00666666666666671,0.00666666666666671,0.00666666666666671,0.01,NA,NA,NA,NA,NA,0,0,0.00166666666666671,0.005,0.0083333333333333,0,0.005,0.005,0.0083333333333333,NA,NA,NA,NA,NA,117
"118",0.00166666666666671,0,0.0033333333333333,0.0033333333333333,0.00666666666666671,0.005,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0,0.00166666666666671,0,0.0033333333333333,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,118
"119",0.00166666666666671,0,0.00166666666666671,0.00666666666666671,0.00666666666666671,0.01,0.015,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0,0.00166666666666671,0.00166666666666671,0.00666666666666671,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,119
"120",0.00166666666666671,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.005,0.03,0.0283333333333333,0.0116666666666667,0.0166666666666667,0.015,0.01,0.0283333333333333,0.0166666666666667,NA,0,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.015,0.0033333333333333,0.0033333333333333,0.00666666666666671,0.0133333333333333,0.015,0.0083333333333333,0.0216666666666666,0.0133333333333333,NA,120
"121",0.00166666666666671,0,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121
"122",0,0.0033333333333333,0.00166666666666671,0.00166666666666671,0.0116666666666667,0.0166666666666667,0.0233333333333333,0.01,0.015,0.0216666666666666,0.0316666666666666,NA,NA,NA,0,0.0033333333333333,0.005,0.0033333333333333,0.00666666666666671,0.015,0.02,0.0083333333333333,0.0183333333333333,0.0133333333333333,0.0183333333333333,NA,NA,NA,122
"123",0.00166666666666671,0,0.005,0.0033333333333333,0.0133333333333333,0.0283333333333333,0.005,0.0166666666666667,0.00666666666666671,0.025,0.0183333333333333,0.0166666666666667,0.02,0.0333333333333333,0.00166666666666671,0,0.005,0.0033333333333333,0.0166666666666667,0.025,0.01,0.0166666666666667,0.0033333333333333,0.0166666666666667,0.00666666666666671,0.015,0.015,0.0133333333333333,123
"124",0,0,0.00166666666666671,0.0033333333333333,0.005,0.0083333333333333,0.00666666666666671,NA,0.015,NA,NA,NA,NA,NA,0,0,0.00166666666666671,0.0033333333333333,0,0.00666666666666671,0.005,NA,0.0133333333333333,NA,NA,NA,NA,NA,124
"125",0,0.0033333333333333,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0033333333333333,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
"126",0.0033333333333333,0.00666666666666671,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033333333333333,0.00666666666666671,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126
"127",0.0033333333333333,0.00166666666666671,0.0083333333333333,0.0033333333333333,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0.00166666666666671,0.005,0.00166666666666671,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
"128",0.00166666666666671,0.005,0.00166666666666671,0.00166666666666671,NA,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,0.0033333333333333,0.005,0.0033333333333333,0,NA,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,128
"129",0.00166666666666671,0.0033333333333333,0.00166666666666671,0.005,0.025,0.005,NA,0.02,NA,NA,NA,NA,NA,NA,0,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.0083333333333333,0.0083333333333333,NA,0.0166666666666667,NA,NA,NA,NA,NA,NA,129
"130",0,0,0,0.00166666666666671,0.0033333333333333,0.0083333333333333,0.02,0.0083333333333333,0.0133333333333333,0.0333333333333333,0.0116666666666667,0.0133333333333333,NA,NA,0,0.005,0,0.0033333333333333,0.005,0.0083333333333333,0.0183333333333333,0.005,0.01,0.0166666666666667,0.01,0.0133333333333333,NA,NA,130
"131",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131
"132",0.00166666666666671,0.00166666666666671,0.00166666666666671,0.0083333333333333,0.0133333333333333,0,0.01,0.01,0.0116666666666667,0.0233333333333333,0.0216666666666666,0.0133333333333333,0.0233333333333333,0.0333333333333333,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.01,0.015,0,0.01,0.005,0.005,0.01,0.02,0.01,0.0133333333333333,0.03,132
"133",0.00166666666666671,0,0.0033333333333333,0.015,0.0083333333333333,NA,0.02,0.0183333333333333,NA,NA,0.035,NA,0.0283333333333333,NA,0.00166666666666671,0,0.005,0.0033333333333333,0.00666666666666671,NA,0.01,0.0083333333333333,NA,NA,0.03,NA,0.0266666666666666,NA,133
"134",0,0,0.00166666666666671,0.00166666666666671,0.005,0.025,0.0183333333333333,0.0216666666666666,0.01,0.015,NA,NA,0.015,NA,0,0.0033333333333333,0.00166666666666671,0.00166666666666671,0.005,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.01,0.0116666666666667,NA,NA,0.01,NA,134
"135",0,0,0.0033333333333333,0,0.01,0.02,0.015,0.02,0.0116666666666667,NA,NA,0.0116666666666667,NA,NA,0,0,0.0033333333333333,0,0.01,0.00666666666666671,0.01,0.0166666666666667,0.0116666666666667,NA,NA,0.0083333333333333,NA,NA,135
"136",0.00166666666666671,0,0.00166666666666671,0.00666666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0,0.00166666666666671,0.00666666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
"137",0.00166666666666671,0,0.005,0.0033333333333333,0.005,0.0033333333333333,0.005,0.0216666666666666,0.015,NA,0.0283333333333333,NA,0.0166666666666667,NA,0.00166666666666671,0,0.01,0.0033333333333333,0.0033333333333333,0.00166666666666671,0.0133333333333333,0.0183333333333333,0.00666666666666671,NA,0.0166666666666667,NA,0.01,NA,137
"138",0,0.00166666666666671,0,0.00166666666666671,0.0033333333333333,0.0083333333333333,0.025,0.0116666666666667,0.015,0.0133333333333333,NA,0.015,0.0283333333333333,0.0216666666666666,0,0.00166666666666671,0,0.005,0.0033333333333333,0.00166666666666671,0.0133333333333333,0.0083333333333333,0.0133333333333333,0.015,NA,0.015,0.0166666666666667,0.0233333333333333,138
"139",0.00166666666666671,0,0.00166666666666671,0.00666666666666671,0.0216666666666666,0.0233333333333333,0.0216666666666666,0.015,0.015,NA,NA,0.035,0.03,NA,0.00166666666666671,0,0.00166666666666671,0.0033333333333333,0.0033333333333333,0.0183333333333333,0.005,0.0083333333333333,0.0133333333333333,NA,NA,0.0166666666666667,0.0183333333333333,NA,139
"140",0,0.00166666666666671,0.0033333333333333,0.0033333333333333,0.01,0.005,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0033333333333333,0.0033333333333333,0.0033333333333333,0.005,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,140
"141",0,0,0.00166666666666671,0.01,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00166666666666671,0.0033333333333333,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,141
"142",0,0,0.0033333333333333,0.00166666666666671,0.0083333333333333,0.0116666666666667,0.0083333333333333,NA,0.0116666666666667,0.0333333333333333,0.0283333333333333,0.025,NA,NA,0,0,0.0033333333333333,0.00166666666666671,0.005,0.0083333333333333,0.0083333333333333,NA,0.0116666666666667,0.01,0.0116666666666667,0.0166666666666667,NA,NA,142
"143",0,0,0.005,0.01,0.00666666666666671,0.0083333333333333,0.025,NA,NA,NA,NA,NA,NA,NA,0,0,0.005,0,0.0033333333333333,0.00666666666666671,0.01,NA,NA,NA,NA,NA,NA,NA,143
"144",0,0.00166666666666671,0.0033333333333333,0.00166666666666671,0.0033333333333333,0.0116666666666667,0.01,0.0233333333333333,0.0116666666666667,0.02,0.0216666666666666,0.0133333333333333,NA,0.01,0,0.00166666666666671,0.0033333333333333,0.0033333333333333,0.0033333333333333,0.005,0.0033333333333333,0.00666666666666671,0.0116666666666667,0.02,0.01,0.015,NA,0.0083333333333333,144
"145",0,0,0.0083333333333333,0.00166666666666671,0.00666666666666671,NA,0.01,0.0133333333333333,NA,NA,NA,0.025,0.00666666666666671,NA,0,0,0.00166666666666671,0,0.00666666666666671,NA,0.0033333333333333,0.0133333333333333,NA,NA,NA,0.0233333333333333,0.0116666666666667,NA,145
"146",0,0.00166666666666671,0.005,0.0033333333333333,0.0233333333333333,0.0283333333333333,0.0116666666666667,0.00666666666666671,NA,NA,NA,NA,0.0166666666666667,NA,0,0.00166666666666671,0.005,0.0033333333333333,0.0233333333333333,0.0216666666666666,0.0083333333333333,0.005,NA,NA,NA,NA,0.0116666666666667,NA,146
"147",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147
"148",0.00166666666666671,0,0.0033333333333333,0,0.0133333333333333,0.015,0.0216666666666666,0.00666666666666671,NA,0.015,0.0166666666666667,NA,0.0266666666666666,0.035,0.00166666666666671,0,0.00166666666666671,0,0.0033333333333333,0.0083333333333333,0.0033333333333333,0.0033333333333333,NA,0.015,0.0166666666666667,NA,0.015,0.0216666666666666,148
"149",0,0,0.0033333333333333,0.00666666666666671,0.0083333333333333,0.00666666666666671,0.01,0.005,0.025,0.015,0.0133333333333333,0.0183333333333333,NA,NA,0,0,0.0033333333333333,0.00666666666666671,0.0083333333333333,0.00166666666666671,0.01,0.0033333333333333,0.025,0.0133333333333333,0.0033333333333333,0.0116666666666667,NA,NA,149
"150",0,0.0033333333333333,0.00166666666666671,0.0133333333333333,0.01,0.005,0.02,0.0216666666666666,NA,NA,0.0133333333333333,NA,0.025,NA,0,0.0033333333333333,0.00666666666666671,0.005,0.005,0.005,0.0083333333333333,0.0166666666666667,NA,NA,0.015,NA,0.025,NA,150
"151",0,0.00166666666666671,0.00166666666666671,0.0116666666666667,0,0.015,0.00666666666666671,0.00666666666666671,0.0116666666666667,0.0166666666666667,0.015,0.0266666666666666,0.0333333333333333,0.0266666666666666,0,0.00166666666666671,0.00166666666666671,0.01,0,0.00666666666666671,0.0033333333333333,0.005,0.0083333333333333,0.0033333333333333,0.015,0.02,0.0333333333333333,0.0233333333333333,151
"152",0.00166666666666671,0.00166666666666671,0.00666666666666671,0,0.01,0.0183333333333333,0.0116666666666667,0.0333333333333333,0.00666666666666671,0.0116666666666667,0.015,0.0383333333333333,NA,NA,0.00166666666666671,0.00166666666666671,0.00666666666666671,0,0.0083333333333333,0.01,0.0033333333333333,0.0166666666666667,0.005,0.0116666666666667,0.00666666666666671,0.0333333333333333,NA,NA,152
"153",0,0,0,0.005,0,0.005,0.00666666666666671,0.02,0.0166666666666667,0.0116666666666667,0.0283333333333333,0.03,NA,0.0283333333333333,0,0,0,0.005,0,0.0033333333333333,0.00166666666666671,0.015,0.0133333333333333,0.00666666666666671,0.0183333333333333,0.0133333333333333,NA,0.0266666666666666,153
"154",0,0,0.00166666666666671,0,0.0233333333333333,0.005,0.0133333333333333,0.0116666666666667,0.00666666666666671,0.0583333333333333,0.0083333333333333,0.0133333333333333,NA,0.0283333333333333,0,0,0.00166666666666671,0.00166666666666671,0.005,0.005,0.005,0.00666666666666671,0.005,0.0183333333333333,0.005,0.01,NA,0.015,154
"155",0,0,0.00166666666666671,0.0183333333333333,0.00166666666666671,0.0233333333333333,0.0116666666666667,0.0083333333333333,0.0183333333333333,0.0283333333333333,0.0233333333333333,0.03,0.0166666666666667,0.025,0,0,0.00166666666666671,0.00666666666666671,0.00166666666666671,0.0133333333333333,0.005,0.0083333333333333,0.0083333333333333,0.02,0.015,0.0133333333333333,0.0116666666666667,0.0166666666666667,155
"156",0.005,0.00166666666666671,0.0083333333333333,0.0166666666666667,0.00666666666666671,0.0083333333333333,0.00666666666666671,NA,NA,0.015,0.015,NA,NA,NA,0.005,0.00166666666666671,0.0083333333333333,0.0033333333333333,0.00166666666666671,0.0083333333333333,0.00666666666666671,NA,NA,0.015,0.02,NA,NA,NA,156
"157",0.00166666666666671,0.0033333333333333,0.0033333333333333,0.00666666666666671,0.0133333333333333,0.0116666666666667,NA,0.0166666666666667,0.0216666666666666,NA,NA,NA,NA,NA,0.00166666666666671,0.0033333333333333,0.0033333333333333,0.0033333333333333,0.0083333333333333,0.01,NA,0.0133333333333333,0.0216666666666666,NA,NA,NA,NA,NA,157
"158",0,0.00166666666666671,0.0033333333333333,0.00666666666666671,0,0.0216666666666666,0.005,0.0133333333333333,NA,0.02,NA,NA,NA,NA,0.00166666666666671,0,0.005,0.00666666666666671,0,0.005,0.005,0.0116666666666667,NA,0.02,NA,NA,NA,NA,158
"159",0,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.00166666666666671,0.0166666666666667,0.0133333333333333,0.015,0.0133333333333333,NA,0.0266666666666666,NA,NA,NA,0,0.00166666666666671,0.00166666666666671,0.005,0,0.0083333333333333,0.0083333333333333,0.015,0.0216666666666666,NA,0.0116666666666667,NA,NA,NA,159
"160",0.00166666666666671,0,0.005,0.0033333333333333,0.00666666666666671,0.005,0.025,0.0233333333333333,0.0133333333333333,0.0233333333333333,0.0116666666666667,0.02,NA,0.04,0.00166666666666671,0,0.005,0.0033333333333333,0.00666666666666671,0.005,0.005,0.02,0.00666666666666671,0.0216666666666666,0.0116666666666667,0.015,NA,0.015,160
"161",0.0033333333333333,0.0033333333333333,0.00166666666666671,0.005,0.00666666666666671,0.0033333333333333,0.0166666666666667,0.0166666666666667,0.02,0.02,0.0166666666666667,0.00666666666666671,NA,0.0166666666666667,0.0033333333333333,0.0033333333333333,0.00166666666666671,0.005,0.00666666666666671,0.0033333333333333,0.00166666666666671,0.01,0.015,0.0216666666666666,0.0166666666666667,0.00666666666666671,NA,0.0166666666666667,161
"162",0.00166666666666671,0.0116666666666667,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0.0083333333333333,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162
"163",0,0,0.005,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0033333333333333,NA,NA,0.015,0.0283333333333333,0.04,NA,0,0,0.005,0.0133333333333333,0.0083333333333333,0.00666666666666671,0.0133333333333333,0.0033333333333333,NA,NA,0.01,0.0216666666666666,0.025,NA,163
"164",0.00166666666666671,0.00166666666666671,0,0.00166666666666671,0.00166666666666671,0.0266666666666666,0.0183333333333333,0.0116666666666667,0.01,0.0133333333333333,NA,NA,NA,NA,0.00166666666666671,0.00166666666666671,0,0.00166666666666671,0.00166666666666671,0.0116666666666667,0.00666666666666671,0.005,0.0083333333333333,0.01,NA,NA,NA,NA,164
"165",0.00166666666666671,0,0.0033333333333333,0.00166666666666671,0.03,0.025,NA,0.00666666666666671,NA,0.00666666666666671,0.0283333333333333,NA,NA,0.0316666666666666,0.00166666666666671,0,0.00666666666666671,0.00166666666666671,0.00666666666666671,0.0116666666666667,NA,0.00666666666666671,NA,0.00666666666666671,0.03,NA,NA,0.0183333333333333,165
"166",0,0,0.005,0.01,0.0033333333333333,0.0033333333333333,0.0033333333333333,NA,0.0266666666666666,NA,NA,NA,NA,NA,0,0,0.005,0.0083333333333333,0.00166666666666671,0.00166666666666671,0.01,NA,0.0183333333333333,NA,NA,NA,NA,NA,166
"167",0,0,0.00166666666666671,0.005,0.0133333333333333,NA,0.01,0.0133333333333333,NA,NA,NA,NA,NA,NA,0.00166666666666671,0,0.00166666666666671,0.0033333333333333,0.0133333333333333,NA,0.01,0.0133333333333333,NA,NA,NA,NA,NA,NA,167
"168",0,0,0.0033333333333333,0.0083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0.00166666666666671,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168
"169",0,0,0.00166666666666671,0,0,0.00666666666666671,0.0216666666666666,0.0216666666666666,0.00666666666666671,NA,NA,NA,NA,0.0366666666666666,0,0,0.00166666666666671,0,0.00166666666666671,0.0033333333333333,0.0116666666666667,0.0216666666666666,0.0083333333333333,NA,NA,NA,NA,0.0333333333333333,169
"170",0,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170
"171",0.00166666666666671,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171
